date,complaint_id,customer_id,region,category,channel,volume,segment,week_of_year,month,quarter
2024-11-04,CP201092,C106597,South,Service,Digital,1,26-40,45,11,4
2024-07-02,CP201093,C103022,West,Card,Digital,1,26-40,27,7,3
2024-12-16,CP201094,C102421,South,Fees,Branch,1,18-25,51,12,4
2024-05-22,CP201095,C102138,South,Fees,Branch,1,41-55,21,5,2
2024-04-12,CP201096,C106328,West,Service,CallCenter,1,26-40,15,4,2
2024-06-27,CP201097,C105498,North,Login,Digital,1,18-25,26,6,2
2024-07-20,CP201098,C107293,South,Service,Branch,1,18-25,29,7,3
2024-04-05,CP201099,C100790,West,Login,CallCenter,1,18-25,14,4,2
2024-06-18,CP201100,C105853,South,Card,Digital,1,26-40,25,6,2
2024-01-28,CP201101,C105868,North,Login,Branch,1,18-25,4,1,1
2024-04-17,CP201102,C101547,East,Card,Branch,1,41-55,16,4,2
2024-08-02,CP201103,C101168,North,Login,Branch,1,41-55,31,8,3
2024-09-10,CP201104,C103778,South,Service,Digital,1,41-55,37,9,3
2024-11-06,CP201105,C102825,East,Fees,Digital,1,41-55,45,11,4
2024-07-19,CP201106,C105675,West,Login,Digital,1,56+,29,7,3
2024-09-21,CP201107,C107240,South,Card,Branch,1,26-40,38,9,3
2024-09-05,CP201108,C106530,South,Login,Branch,1,26-40,36,9,3
2024-10-31,CP201109,C101515,West,Card,CallCenter,1,26-40,44,10,4
2024-07-11,CP201110,C101545,South,Card,Digital,1,26-40,28,7,3
2024-10-30,CP201111,C100941,North,Login,Branch,1,41-55,44,10,4
2024-09-13,CP201112,C104476,East,Login,Digital,1,26-40,37,9,3
2024-10-20,CP201113,C101339,South,Card,Branch,1,26-40,42,10,4
2024-11-17,CP201114,C106538,West,Service,CallCenter,1,26-40,46,11,4
2024-09-09,CP201115,C104937,South,Card,Digital,1,41-55,37,9,3
2024-07-13,CP201116,C104408,East,Service,CallCenter,1,56+,28,7,3
2024-09-20,CP201117,C100452,North,Card,Branch,1,41-55,38,9,3
2024-09-06,CP201118,C105208,South,Fees,Branch,1,18-25,36,9,3
2024-12-28,CP201119,C101439,North,Card,Branch,1,56+,52,12,4
2024-09-26,CP201120,C102483,East,Card,Digital,1,26-40,39,9,3
2024-08-12,CP201121,C106307,West,Login,Digital,1,41-55,33,8,3
2024-04-17,CP201122,C101776,North,Login,CallCenter,1,41-55,16,4,2
2024-11-12,CP201123,C103750,West,Card,Branch,1,18-25,46,11,4
2024-07-23,CP201124,C100602,South,Card,Digital,1,56+,30,7,3
2024-05-23,CP201125,C106574,South,Fees,CallCenter,1,26-40,21,5,2
2024-05-03,CP201126,C107452,West,Card,CallCenter,1,26-40,18,5,2
2024-11-08,CP201127,C105954,West,Login,Branch,1,26-40,45,11,4
2024-02-14,CP201128,C107261,West,Service,Digital,1,41-55,7,2,1
2024-07-20,CP201129,C104416,West,Service,CallCenter,1,26-40,29,7,3
2024-02-12,CP201130,C107264,North,Login,Branch,1,26-40,7,2,1
2024-12-04,CP201131,C107191,South,Login,Branch,1,26-40,49,12,4
2024-06-28,CP201132,C107033,South,Login,Digital,1,18-25,26,6,2
2024-09-24,CP201133,C104057,West,Login,Digital,1,56+,39,9,3
2024-06-24,CP201134,C101453,East,Fees,CallCenter,1,56+,26,6,2
2024-03-04,CP201135,C105466,South,Card,Digital,1,41-55,10,3,1
2024-10-14,CP201136,C103891,North,Login,Digital,1,41-55,42,10,4
2024-04-11,CP201137,C101847,South,Login,Digital,1,41-55,15,4,2
2024-12-16,CP201138,C107432,West,Login,Digital,1,41-55,51,12,4
2024-04-21,CP201139,C107914,West,Service,CallCenter,1,56+,16,4,2
2024-07-30,CP201140,C103265,North,Login,Digital,1,26-40,31,7,3
2024-02-19,CP201141,C101665,East,Login,CallCenter,1,56+,8,2,1
2024-04-22,CP201142,C106046,West,Service,Digital,1,26-40,17,4,2
2024-05-23,CP201143,C107953,South,Card,Branch,1,18-25,21,5,2
2024-08-13,CP201144,C101131,East,Card,Digital,1,26-40,33,8,3
2024-10-20,CP201145,C104380,East,Fees,Branch,1,26-40,42,10,4
2024-11-25,CP201146,C104939,South,Card,Digital,1,18-25,48,11,4
2024-08-01,CP201147,C105916,North,Card,Digital,1,41-55,31,8,3
2024-04-18,CP201148,C102860,South,Service,Digital,1,26-40,16,4,2
2024-05-14,CP201149,C100809,West,Fees,Branch,1,56+,20,5,2
2024-02-26,CP201150,C106148,East,Service,CallCenter,1,56+,9,2,1
2024-10-04,CP201151,C102719,South,Card,Digital,1,26-40,40,10,4
2024-02-05,CP201152,C105476,South,Fees,Digital,1,18-25,6,2,1
2024-07-18,CP201153,C105888,East,Fees,Digital,1,41-55,29,7,3
2024-12-02,CP201154,C104453,East,Card,CallCenter,1,41-55,49,12,4
2024-10-15,CP201155,C107608,South,Service,Branch,1,26-40,42,10,4
2024-10-06,CP201156,C100357,North,Service,Digital,1,41-55,40,10,4
2024-08-13,CP201157,C101459,West,Service,Digital,1,26-40,33,8,3
2024-01-04,CP201158,C106273,West,Service,Digital,1,18-25,1,1,1
2024-11-14,CP201159,C101257,West,Card,Digital,1,41-55,46,11,4
2024-06-29,CP201160,C100614,North,Card,CallCenter,1,26-40,26,6,2
2024-11-02,CP201161,C100383,South,Login,Digital,1,26-40,44,11,4
2024-11-24,CP201162,C103954,West,Login,Digital,1,18-25,47,11,4
2024-10-24,CP201163,C104026,West,Login,Digital,1,41-55,43,10,4
2024-06-02,CP201164,C107144,South,Login,CallCenter,1,56+,22,6,2
2024-11-12,CP201165,C104224,North,Card,Digital,1,18-25,46,11,4
2024-07-15,CP201166,C102748,South,Fees,Digital,1,26-40,29,7,3
2024-10-31,CP201167,C102922,East,Login,Branch,1,18-25,44,10,4
2024-12-01,CP201168,C100995,West,Login,Digital,1,26-40,48,12,4
2024-05-10,CP201169,C101186,East,Card,CallCenter,1,26-40,19,5,2
2024-10-06,CP201170,C106069,East,Login,Digital,1,18-25,40,10,4
2024-05-20,CP201171,C100566,West,Service,CallCenter,1,41-55,21,5,2
2024-06-10,CP201172,C102387,South,Card,Digital,1,18-25,24,6,2
2024-09-26,CP201173,C101191,South,Login,Digital,1,26-40,39,9,3
2024-08-28,CP201174,C105895,East,Login,Digital,1,41-55,35,8,3
2024-07-29,CP201175,C100448,North,Login,Digital,1,18-25,31,7,3
2024-04-12,CP201176,C107590,South,Fees,CallCenter,1,26-40,15,4,2
2024-07-28,CP201177,C101554,North,Fees,Branch,1,26-40,30,7,3
2024-05-10,CP201178,C103046,West,Card,Digital,1,26-40,19,5,2
2024-12-12,CP201179,C106803,North,Login,Digital,1,26-40,50,12,4
2024-12-30,CP201180,C104397,South,Card,CallCenter,1,41-55,1,12,4
2024-06-20,CP201181,C103387,East,Card,CallCenter,1,56+,25,6,2
2024-03-16,CP201182,C104991,South,Card,Digital,1,56+,11,3,1
2024-11-26,CP201183,C107586,North,Card,Digital,1,18-25,48,11,4
2024-06-19,CP201184,C104326,South,Card,Digital,1,18-25,25,6,2
2024-07-12,CP201185,C106045,South,Fees,CallCenter,1,26-40,28,7,3
2024-09-02,CP201186,C107260,South,Login,Digital,1,56+,36,9,3
2024-10-19,CP201187,C106419,South,Fees,Branch,1,41-55,42,10,4
2024-10-29,CP201188,C105836,East,Service,Digital,1,56+,44,10,4
2024-12-04,CP201189,C102363,East,Card,Digital,1,56+,49,12,4
2024-05-21,CP201190,C104408,East,Login,CallCenter,1,56+,21,5,2
2024-06-04,CP201191,C105200,West,Login,Digital,1,26-40,23,6,2
2024-05-06,CP201192,C101687,West,Login,Branch,1,26-40,19,5,2
2024-12-01,CP201193,C101702,West,Card,Digital,1,26-40,48,12,4
2024-02-04,CP201194,C103894,North,Card,Branch,1,56+,5,2,1
2024-11-19,CP201195,C102059,West,Service,Digital,1,18-25,47,11,4
2024-12-21,CP201196,C103818,North,Card,Branch,1,41-55,51,12,4
2024-03-07,CP201197,C100726,West,Login,Digital,1,26-40,10,3,1
2024-04-13,CP201198,C105615,North,Service,Branch,1,26-40,15,4,2
2024-06-22,CP201199,C103974,North,Service,Branch,1,18-25,25,6,2
2024-04-20,CP201200,C100977,West,Card,Digital,1,26-40,16,4,2
2024-03-19,CP201201,C102440,South,Login,Branch,1,56+,12,3,1
2024-02-24,CP201202,C107024,East,Service,Digital,1,18-25,8,2,1
2024-03-12,CP201203,C101727,South,Fees,Branch,1,56+,11,3,1
2024-11-05,CP201204,C104619,West,Login,Branch,1,26-40,45,11,4
2024-09-28,CP201205,C102526,West,Service,Digital,1,56+,39,9,3
2024-04-20,CP201206,C100522,West,Fees,Digital,1,18-25,16,4,2
2024-10-12,CP201207,C104355,South,Service,Digital,1,41-55,41,10,4
2024-01-09,CP201208,C104897,South,Card,Branch,1,26-40,2,1,1
2024-08-11,CP201209,C104917,West,Card,CallCenter,1,41-55,32,8,3
2024-05-26,CP201210,C105655,South,Card,CallCenter,1,18-25,21,5,2
2024-09-27,CP201211,C105158,West,Card,Digital,1,26-40,39,9,3
2024-09-29,CP201212,C100332,North,Service,Digital,1,41-55,39,9,3
2024-03-27,CP201213,C106853,South,Card,Digital,1,26-40,13,3,1
2024-03-22,CP201214,C101124,West,Service,Digital,1,26-40,12,3,1
2024-09-04,CP201215,C104694,South,Service,Branch,1,26-40,36,9,3
2024-03-10,CP201216,C104098,West,Service,Digital,1,41-55,10,3,1
2024-05-29,CP201217,C107540,South,Fees,Digital,1,56+,22,5,2
2024-03-20,CP201218,C100312,North,Service,Digital,1,26-40,12,3,1
2024-09-07,CP201219,C101674,South,Service,Branch,1,41-55,36,9,3
2024-02-17,CP201220,C103918,West,Fees,Digital,1,41-55,7,2,1
2024-02-21,CP201221,C103050,North,Card,Digital,1,56+,8,2,1
2024-04-09,CP201222,C100191,West,Fees,CallCenter,1,26-40,15,4,2
2024-01-02,CP201223,C100970,West,Card,Digital,1,26-40,1,1,1
2024-06-10,CP201224,C104290,East,Service,Digital,1,18-25,24,6,2
2024-08-02,CP201225,C106347,West,Login,Digital,1,41-55,31,8,3
2024-10-28,CP201226,C104037,South,Service,CallCenter,1,41-55,44,10,4
2024-12-26,CP201227,C106507,North,Card,Branch,1,18-25,52,12,4
2024-05-28,CP201228,C106453,South,Service,Digital,1,26-40,22,5,2
2024-06-10,CP201229,C107422,South,Login,Digital,1,26-40,24,6,2
2024-05-24,CP201230,C106251,South,Login,Digital,1,18-25,21,5,2
2024-07-18,CP201231,C103642,South,Login,Digital,1,41-55,29,7,3
2024-12-08,CP201232,C101680,South,Service,Digital,1,41-55,49,12,4
2024-09-03,CP201233,C100867,South,Card,Digital,1,41-55,36,9,3
2024-01-23,CP201234,C105207,West,Login,Digital,1,56+,4,1,1
2024-06-02,CP201235,C103363,South,Service,Digital,1,26-40,22,6,2
2024-06-19,CP201236,C104438,South,Card,Branch,1,26-40,25,6,2
2024-06-13,CP201237,C101579,North,Login,CallCenter,1,56+,24,6,2
2024-11-26,CP201238,C101083,South,Login,Branch,1,41-55,48,11,4
2024-10-01,CP201239,C101122,West,Service,CallCenter,1,41-55,40,10,4
2024-06-19,CP201240,C107152,West,Card,Digital,1,56+,25,6,2
2024-09-01,CP201241,C101693,North,Card,CallCenter,1,41-55,35,9,3
2024-01-29,CP201242,C106299,South,Card,Digital,1,56+,5,1,1
2024-05-16,CP201243,C105869,West,Card,Digital,1,18-25,20,5,2
2024-10-05,CP201244,C103900,North,Login,Digital,1,18-25,40,10,4
2024-10-16,CP201245,C102670,South,Service,Digital,1,41-55,42,10,4
2024-04-22,CP201246,C104997,South,Card,Branch,1,26-40,17,4,2
2024-09-14,CP201247,C105089,West,Card,Digital,1,26-40,37,9,3
2024-04-07,CP201248,C104599,South,Fees,Branch,1,26-40,14,4,2
2024-07-24,CP201249,C102202,South,Login,Digital,1,56+,30,7,3
2024-11-25,CP201250,C102802,South,Service,Digital,1,18-25,48,11,4
2024-06-13,CP201251,C107667,West,Login,Branch,1,26-40,24,6,2
2024-07-31,CP201252,C100501,East,Login,Digital,1,56+,31,7,3
2024-05-13,CP201253,C106515,South,Card,Digital,1,26-40,20,5,2
2024-05-22,CP201254,C106494,South,Login,Digital,1,41-55,21,5,2
2024-02-09,CP201255,C104564,South,Login,Digital,1,18-25,6,2,1
2024-02-08,CP201256,C100479,East,Login,CallCenter,1,26-40,6,2,1
2024-09-13,CP201257,C100203,South,Service,Digital,1,18-25,37,9,3
2024-11-06,CP201258,C100231,South,Login,CallCenter,1,26-40,45,11,4
2024-09-16,CP201259,C105049,North,Fees,Branch,1,56+,38,9,3
2024-11-06,CP201260,C107625,South,Fees,Digital,1,18-25,45,11,4
2024-09-16,CP201261,C104199,East,Login,Digital,1,18-25,38,9,3
2024-08-24,CP201262,C102590,North,Login,CallCenter,1,41-55,34,8,3
2024-05-11,CP201263,C105672,South,Service,Branch,1,26-40,19,5,2
2024-02-08,CP201264,C106270,West,Fees,Branch,1,26-40,6,2,1
2024-07-31,CP201265,C104762,South,Login,CallCenter,1,56+,31,7,3
2024-04-09,CP201266,C105924,East,Fees,Branch,1,26-40,15,4,2
2024-05-03,CP201267,C101203,South,Fees,Digital,1,41-55,18,5,2
2024-08-02,CP201268,C100329,South,Card,Digital,1,26-40,31,8,3
2024-11-21,CP201269,C100735,South,Service,CallCenter,1,41-55,47,11,4
2024-12-01,CP201270,C103853,West,Card,Digital,1,26-40,48,12,4
2024-09-19,CP201271,C103388,North,Card,Digital,1,26-40,38,9,3
2024-04-01,CP201272,C102780,South,Login,Branch,1,18-25,14,4,2
2024-11-06,CP201273,C102634,East,Service,CallCenter,1,26-40,45,11,4
2024-04-30,CP201274,C107500,South,Login,Digital,1,26-40,18,4,2
2024-04-20,CP201275,C107933,West,Card,Branch,1,18-25,16,4,2
2024-05-12,CP201276,C104184,South,Service,CallCenter,1,56+,19,5,2
2024-02-15,CP201277,C104811,East,Login,Digital,1,41-55,7,2,1
2024-12-16,CP201278,C102566,North,Card,Digital,1,18-25,51,12,4
2024-11-07,CP201279,C107449,South,Service,Branch,1,26-40,45,11,4
2024-12-01,CP201280,C104969,South,Card,Digital,1,41-55,48,12,4
2024-01-03,CP201281,C107155,East,Service,Digital,1,41-55,1,1,1
2024-06-21,CP201282,C106784,North,Service,CallCenter,1,41-55,25,6,2
2024-05-16,CP201283,C107712,South,Login,CallCenter,1,26-40,20,5,2
2024-12-01,CP201284,C106928,South,Service,Digital,1,26-40,48,12,4
2024-12-26,CP201285,C107053,South,Card,Digital,1,26-40,52,12,4
2024-11-21,CP201286,C102104,East,Fees,CallCenter,1,41-55,47,11,4
2024-11-18,CP201287,C103026,North,Login,Digital,1,26-40,47,11,4
2024-10-11,CP201288,C104100,North,Service,Digital,1,26-40,41,10,4
2024-10-05,CP201289,C106842,South,Card,CallCenter,1,41-55,40,10,4
2024-12-24,CP201290,C100351,West,Login,Branch,1,18-25,52,12,4
2024-01-10,CP201291,C100995,West,Login,Digital,1,26-40,2,1,1
2024-03-29,CP201292,C102456,South,Fees,Digital,1,41-55,13,3,1
2024-08-20,CP201293,C100829,West,Service,CallCenter,1,26-40,34,8,3
2024-07-15,CP201294,C107300,North,Fees,Digital,1,26-40,29,7,3
2024-12-16,CP201295,C104112,East,Login,Digital,1,41-55,51,12,4
2024-11-14,CP201296,C104688,North,Service,CallCenter,1,56+,46,11,4
2024-11-01,CP201297,C101854,North,Fees,Digital,1,41-55,44,11,4
2024-10-08,CP201298,C105795,East,Card,CallCenter,1,41-55,41,10,4
2024-10-20,CP201299,C101067,South,Card,CallCenter,1,41-55,42,10,4
2024-09-13,CP201300,C105908,South,Login,Digital,1,26-40,37,9,3
2024-08-21,CP201301,C102246,North,Service,CallCenter,1,26-40,34,8,3
2024-02-13,CP201302,C107488,South,Service,Digital,1,18-25,7,2,1
2024-08-13,CP201303,C107213,East,Login,Digital,1,41-55,33,8,3
2024-12-15,CP201304,C103934,West,Service,Digital,1,26-40,50,12,4
2024-09-20,CP201305,C105665,South,Login,Digital,1,41-55,38,9,3
2024-08-02,CP201306,C101774,East,Service,CallCenter,1,41-55,31,8,3
2024-07-19,CP201307,C104771,South,Card,Digital,1,26-40,29,7,3
2024-09-26,CP201308,C100213,South,Login,Branch,1,41-55,39,9,3
2024-05-13,CP201309,C104435,South,Service,Digital,1,26-40,20,5,2
2024-11-28,CP201310,C100215,North,Fees,Digital,1,41-55,48,11,4
2024-11-15,CP201311,C107937,South,Service,Branch,1,26-40,46,11,4
2024-08-13,CP201312,C104467,North,Fees,Branch,1,41-55,33,8,3
2024-12-10,CP201313,C106781,South,Login,Digital,1,26-40,50,12,4
2024-01-22,CP201314,C107808,North,Card,CallCenter,1,56+,4,1,1
2024-11-10,CP201315,C103459,North,Service,Digital,1,41-55,45,11,4
2024-04-12,CP201316,C107241,East,Card,Digital,1,26-40,15,4,2
2024-06-04,CP201317,C106244,South,Card,Digital,1,18-25,23,6,2
2024-10-02,CP201318,C105790,South,Card,Branch,1,41-55,40,10,4
2024-10-20,CP201319,C104869,North,Fees,Digital,1,41-55,42,10,4
2024-09-08,CP201320,C105605,East,Login,Digital,1,26-40,36,9,3
2024-03-22,CP201321,C106827,North,Fees,Branch,1,56+,12,3,1
2024-06-06,CP201322,C105694,South,Service,CallCenter,1,41-55,23,6,2
2024-09-11,CP201323,C102938,South,Card,Digital,1,26-40,37,9,3
2024-11-03,CP201324,C107078,South,Fees,Digital,1,18-25,44,11,4
2024-04-06,CP201325,C105709,North,Service,CallCenter,1,41-55,14,4,2
2024-02-06,CP201326,C103536,South,Login,Digital,1,26-40,6,2,1
2024-12-14,CP201327,C101031,West,Login,Digital,1,41-55,50,12,4
2024-04-08,CP201328,C100167,West,Card,Digital,1,41-55,15,4,2
2024-10-14,CP201329,C107460,East,Card,Digital,1,26-40,42,10,4
2024-03-02,CP201330,C102913,East,Login,Digital,1,41-55,9,3,1
2024-01-10,CP201331,C105680,North,Login,Branch,1,56+,2,1,1
2024-06-10,CP201332,C101129,East,Login,CallCenter,1,56+,24,6,2
2024-02-14,CP201333,C107436,South,Login,Digital,1,18-25,7,2,1
2024-08-15,CP201334,C102897,East,Fees,CallCenter,1,18-25,33,8,3
2024-08-16,CP201335,C104029,South,Card,Digital,1,56+,33,8,3
2024-10-24,CP201336,C102050,North,Login,Digital,1,56+,43,10,4
2024-09-23,CP201337,C103311,South,Login,CallCenter,1,56+,39,9,3
2024-10-14,CP201338,C101223,East,Login,Branch,1,41-55,42,10,4
2024-03-29,CP201339,C102472,East,Card,CallCenter,1,41-55,13,3,1
2024-10-27,CP201340,C106771,East,Card,CallCenter,1,26-40,43,10,4
2024-07-25,CP201341,C102645,South,Fees,Digital,1,56+,30,7,3
2024-07-13,CP201342,C103326,East,Login,Branch,1,26-40,28,7,3
2024-06-03,CP201343,C100049,East,Card,CallCenter,1,18-25,23,6,2
2024-02-11,CP201344,C103937,West,Fees,Branch,1,41-55,6,2,1
2024-10-08,CP201345,C101372,East,Fees,Digital,1,26-40,41,10,4
2024-01-19,CP201346,C103835,West,Card,Digital,1,26-40,3,1,1
2024-02-25,CP201347,C107768,South,Card,Digital,1,56+,8,2,1
2024-09-29,CP201348,C103370,North,Fees,Branch,1,56+,39,9,3
2024-07-08,CP201349,C103979,West,Card,Digital,1,41-55,28,7,3
2024-10-09,CP201350,C106547,North,Login,Digital,1,26-40,41,10,4
2024-12-02,CP201351,C107691,North,Login,Digital,1,26-40,49,12,4
2024-09-09,CP201352,C100778,West,Card,Digital,1,41-55,37,9,3
2024-12-15,CP201353,C103267,East,Fees,Digital,1,41-55,50,12,4
2024-06-17,CP201354,C101059,West,Service,Digital,1,41-55,25,6,2
2024-05-24,CP201355,C103681,South,Fees,Branch,1,18-25,21,5,2
2024-06-24,CP201356,C101405,South,Card,Digital,1,26-40,26,6,2
2024-06-22,CP201357,C103233,West,Card,Digital,1,18-25,25,6,2
2024-08-26,CP201358,C100126,South,Login,CallCenter,1,26-40,35,8,3
2024-11-29,CP201359,C105234,East,Login,CallCenter,1,41-55,48,11,4
2024-08-03,CP201360,C105604,South,Login,Digital,1,26-40,31,8,3
2024-10-04,CP201361,C103109,South,Fees,Digital,1,56+,40,10,4
2024-07-27,CP201362,C104466,South,Card,Branch,1,18-25,30,7,3
2024-09-01,CP201363,C104167,West,Login,Digital,1,26-40,35,9,3
2024-11-24,CP201364,C102717,East,Login,Digital,1,56+,47,11,4
2024-04-29,CP201365,C101595,South,Service,CallCenter,1,41-55,18,4,2
2024-06-27,CP201366,C105840,North,Service,Digital,1,26-40,26,6,2
2024-02-16,CP201367,C106412,North,Fees,Digital,1,26-40,7,2,1
2024-03-20,CP201368,C103515,South,Fees,Digital,1,41-55,12,3,1
2024-04-24,CP201369,C105711,South,Card,Digital,1,26-40,17,4,2
2024-11-12,CP201370,C104720,South,Card,CallCenter,1,26-40,46,11,4
2024-08-14,CP201371,C101455,North,Login,Digital,1,18-25,33,8,3
2024-12-02,CP201372,C103661,South,Login,CallCenter,1,56+,49,12,4
2024-04-13,CP201373,C104948,South,Card,Digital,1,41-55,15,4,2
2024-01-28,CP201374,C106583,East,Fees,CallCenter,1,18-25,4,1,1
2024-09-24,CP201375,C100676,East,Login,CallCenter,1,56+,39,9,3
2024-06-04,CP201376,C100898,South,Fees,Digital,1,18-25,23,6,2
2024-02-23,CP201377,C106775,North,Card,Digital,1,26-40,8,2,1
2024-04-13,CP201378,C100610,North,Service,Digital,1,26-40,15,4,2
2024-07-28,CP201379,C102173,South,Card,Digital,1,18-25,30,7,3
2024-11-29,CP201380,C104685,South,Login,CallCenter,1,26-40,48,11,4
2024-04-04,CP201381,C105798,North,Card,CallCenter,1,41-55,14,4,2
2024-08-01,CP201382,C103156,West,Fees,CallCenter,1,18-25,31,8,3
2024-05-10,CP201383,C105426,West,Login,Branch,1,56+,19,5,2
2024-12-05,CP201384,C107169,East,Card,Digital,1,18-25,49,12,4
2024-01-30,CP201385,C102508,North,Service,Digital,1,26-40,5,1,1
2024-03-11,CP201386,C103885,South,Login,CallCenter,1,18-25,11,3,1
2024-01-20,CP201387,C106365,East,Card,Digital,1,26-40,3,1,1
2024-07-04,CP201388,C107783,South,Card,Digital,1,26-40,27,7,3
2024-12-08,CP201389,C107662,West,Fees,Digital,1,41-55,49,12,4
2024-10-30,CP201390,C101225,West,Fees,Branch,1,56+,44,10,4
2024-01-07,CP201391,C106200,South,Fees,Branch,1,26-40,1,1,1
2024-05-31,CP201392,C103888,East,Card,Digital,1,56+,22,5,2
2024-02-25,CP201393,C101762,East,Login,Branch,1,18-25,8,2,1
2024-07-27,CP201394,C106238,East,Service,Digital,1,41-55,30,7,3
2024-02-11,CP201395,C100817,East,Login,Digital,1,26-40,6,2,1
2024-11-05,CP201396,C104225,South,Service,Branch,1,56+,45,11,4
2024-05-02,CP201397,C106586,East,Card,Digital,1,18-25,18,5,2
2024-07-11,CP201398,C102841,East,Fees,Digital,1,26-40,28,7,3
2024-04-06,CP201399,C107039,East,Service,Digital,1,56+,14,4,2
2024-10-19,CP201400,C100123,South,Login,Digital,1,26-40,42,10,4
2024-04-19,CP201401,C100111,South,Fees,Digital,1,18-25,16,4,2
2024-11-26,CP201402,C101489,West,Card,Digital,1,26-40,48,11,4
2024-07-25,CP201403,C107496,East,Fees,CallCenter,1,26-40,30,7,3
2024-03-15,CP201404,C101532,West,Fees,Digital,1,26-40,11,3,1
2024-04-01,CP201405,C100200,North,Fees,Digital,1,41-55,14,4,2
2024-01-09,CP201406,C102484,South,Service,Digital,1,41-55,2,1,1
2024-08-02,CP201407,C102198,South,Login,Digital,1,26-40,31,8,3
2024-10-25,CP201408,C100142,South,Fees,Digital,1,56+,43,10,4
2024-06-11,CP201409,C106480,East,Login,Branch,1,41-55,24,6,2
2024-03-24,CP201410,C105457,East,Login,Digital,1,41-55,12,3,1
2024-01-04,CP201411,C105887,West,Card,Digital,1,18-25,1,1,1
2024-02-04,CP201412,C100375,South,Login,CallCenter,1,18-25,5,2,1
2024-01-22,CP201413,C106770,South,Service,Digital,1,26-40,4,1,1
2024-03-07,CP201414,C107117,West,Login,Digital,1,41-55,10,3,1
2024-03-05,CP201415,C105113,North,Service,Branch,1,56+,10,3,1
2024-11-16,CP201416,C101519,North,Fees,Digital,1,18-25,46,11,4
2024-08-25,CP201417,C106434,North,Service,Branch,1,26-40,34,8,3
2024-09-30,CP201418,C104737,West,Service,Branch,1,18-25,40,9,3
2024-09-30,CP201419,C107487,South,Card,Digital,1,18-25,40,9,3
2024-04-10,CP201420,C107143,South,Card,CallCenter,1,18-25,15,4,2
2024-11-07,CP201421,C106414,North,Login,Digital,1,26-40,45,11,4
2024-10-21,CP201422,C103524,West,Card,CallCenter,1,26-40,43,10,4
2024-04-28,CP201423,C103542,South,Login,Digital,1,56+,17,4,2
2024-04-27,CP201424,C100464,East,Card,Digital,1,26-40,17,4,2
2024-02-01,CP201425,C101175,West,Card,Digital,1,41-55,5,2,1
2024-02-04,CP201426,C106158,East,Card,CallCenter,1,18-25,5,2,1
2024-02-13,CP201427,C100143,South,Login,CallCenter,1,26-40,7,2,1
2024-04-18,CP201428,C103530,South,Card,Digital,1,18-25,16,4,2
2024-07-01,CP201429,C103581,East,Card,Branch,1,41-55,27,7,3
2024-04-01,CP201430,C102121,South,Fees,Digital,1,18-25,14,4,2
2024-02-13,CP201431,C102668,North,Fees,Digital,1,26-40,7,2,1
2024-05-05,CP201432,C103502,South,Login,Digital,1,18-25,18,5,2
2024-12-15,CP201433,C103593,East,Fees,CallCenter,1,18-25,50,12,4
2024-02-25,CP201434,C104278,South,Card,Digital,1,26-40,8,2,1
2024-06-13,CP201435,C102296,East,Login,CallCenter,1,41-55,24,6,2
2024-04-11,CP201436,C100501,East,Login,Digital,1,56+,15,4,2
