date,ticket_id,customer_id,region,type,resolution_time_hours,channel,segment,week_of_year,month,quarter
2024-01-20,TK501359,C106337,West,Other,3.86,Digital,26-40,3,1,1
2024-06-07,TK501360,C103872,East,AppBug,8.87,Branch,18-25,23,6,2
2024-03-10,TK501361,C105606,North,Card,3.13,Digital,18-25,10,3,1
2024-12-13,TK501362,C100233,South,Card,17.44,CallCenter,26-40,50,12,4
2024-07-27,TK501363,C101964,North,Card,19.05,Branch,41-55,30,7,3
2024-02-08,TK501364,C101553,North,Login,4.01,Branch,26-40,6,2,1
2024-01-05,TK501365,C106300,West,Login,3.14,Digital,18-25,1,1,1
2024-01-04,TK501366,C105414,South,Login,19.06,Branch,41-55,1,1,1
2024-01-11,TK501367,C103614,West,Card,14.49,CallCenter,41-55,2,1,1
2024-09-17,TK501368,C103310,South,Card,13.16,Branch,56+,38,9,3
2024-04-07,TK501369,C105436,South,Transfer,14.41,CallCenter,41-55,14,4,2
2024-10-29,TK501370,C107144,South,Transfer,14.35,Branch,56+,44,10,4
2024-01-29,TK501371,C100553,East,AppBug,3.32,CallCenter,56+,5,1,1
2024-08-16,TK501372,C106215,South,Transfer,9.37,Digital,18-25,33,8,3
2024-09-07,TK501373,C107817,South,Login,5.1,CallCenter,41-55,36,9,3
2024-11-14,TK501374,C100880,East,Card,24.63,Branch,26-40,46,11,4
2024-11-18,TK501375,C101079,South,Transfer,7.74,Digital,26-40,47,11,4
2024-03-31,TK501376,C105616,North,Card,8.35,CallCenter,26-40,13,3,1
2024-03-01,TK501377,C105665,South,Transfer,19.43,Digital,41-55,9,3,1
2024-10-08,TK501378,C100550,South,AppBug,25.91,Digital,26-40,41,10,4
2024-01-25,TK501379,C106946,North,Login,13.59,Digital,41-55,4,1,1
2024-11-13,TK501380,C101023,South,AppBug,17.23,Branch,26-40,46,11,4
2024-09-04,TK501381,C106869,South,Transfer,4.89,CallCenter,26-40,36,9,3
2024-06-05,TK501382,C106836,South,Login,6.18,Digital,18-25,23,6,2
2024-03-04,TK501383,C107325,South,AppBug,5.16,CallCenter,26-40,10,3,1
2024-06-25,TK501384,C106375,South,AppBug,9.12,Digital,18-25,26,6,2
2024-03-05,TK501385,C104298,South,Other,10.85,CallCenter,26-40,10,3,1
2024-03-14,TK501386,C101221,South,Login,14.81,CallCenter,18-25,11,3,1
2024-03-15,TK501387,C106454,East,Login,15.62,CallCenter,41-55,11,3,1
2024-08-20,TK501388,C106648,West,Card,15.62,CallCenter,56+,34,8,3
2024-08-30,TK501389,C107787,South,Login,11.15,CallCenter,41-55,35,8,3
2024-11-26,TK501390,C106014,East,Transfer,8.42,Branch,18-25,48,11,4
2024-12-07,TK501391,C104443,South,Card,10.91,Digital,56+,49,12,4
2024-03-07,TK501392,C100354,South,AppBug,14.02,Digital,26-40,10,3,1
2024-10-13,TK501393,C103810,West,Card,8.19,CallCenter,26-40,41,10,4
2024-02-15,TK501394,C106943,North,AppBug,11.36,Digital,26-40,7,2,1
2024-01-30,TK501395,C100519,North,Login,4.41,Branch,41-55,5,1,1
2024-10-30,TK501396,C104210,East,Login,1.0,CallCenter,41-55,44,10,4
2024-12-03,TK501397,C105702,North,AppBug,21.27,CallCenter,18-25,49,12,4
2024-03-03,TK501398,C100376,East,Login,10.82,Digital,56+,9,3,1
2024-03-24,TK501399,C103657,East,Card,12.57,CallCenter,26-40,12,3,1
2024-11-26,TK501400,C105095,South,Card,14.25,CallCenter,26-40,48,11,4
2024-12-29,TK501401,C104526,East,Other,10.45,CallCenter,41-55,52,12,4
2024-11-12,TK501402,C103546,South,Login,7.4,Digital,26-40,46,11,4
2024-01-15,TK501403,C100117,South,Card,11.22,Digital,41-55,3,1,1
2024-03-08,TK501404,C107949,East,Other,18.76,Digital,56+,10,3,1
2024-10-05,TK501405,C106343,South,Card,2.58,Branch,26-40,40,10,4
2024-04-03,TK501406,C101819,West,Card,14.83,Digital,41-55,14,4,2
2024-12-18,TK501407,C107143,South,Login,13.39,CallCenter,18-25,51,12,4
2024-03-24,TK501408,C105505,East,Login,24.06,Digital,26-40,12,3,1
2024-01-25,TK501409,C102546,South,Card,16.66,Branch,56+,4,1,1
2024-02-23,TK501410,C103901,South,Login,2.18,Digital,41-55,8,2,1
2024-11-27,TK501411,C104377,West,Transfer,26.3,Digital,18-25,48,11,4
2024-12-21,TK501412,C102493,South,Card,11.31,CallCenter,56+,51,12,4
2024-07-22,TK501413,C105667,West,AppBug,7.68,Digital,56+,30,7,3
2024-05-05,TK501414,C101449,South,AppBug,7.39,Digital,18-25,18,5,2
2024-11-06,TK501415,C107417,West,Login,1.0,CallCenter,56+,45,11,4
2024-10-23,TK501416,C103841,West,AppBug,10.39,Digital,41-55,43,10,4
2024-12-09,TK501417,C103111,South,AppBug,5.08,Branch,26-40,50,12,4
2024-01-02,TK501418,C106983,East,Card,25.56,Branch,41-55,1,1,1
2024-01-06,TK501419,C101554,North,Card,11.81,Digital,26-40,1,1,1
2024-06-27,TK501420,C100523,South,AppBug,14.2,Branch,41-55,26,6,2
2024-07-01,TK501421,C107977,West,Login,7.51,Digital,56+,27,7,3
2024-11-17,TK501422,C102433,South,Login,13.22,CallCenter,26-40,46,11,4
2024-09-04,TK501423,C100214,South,Card,19.7,CallCenter,41-55,36,9,3
2024-10-20,TK501424,C102180,West,Transfer,18.87,Digital,41-55,42,10,4
2024-12-10,TK501425,C106593,West,Login,15.89,Branch,41-55,50,12,4
2024-02-18,TK501426,C106034,South,Other,18.61,Digital,56+,7,2,1
2024-10-07,TK501427,C103848,North,Other,12.1,CallCenter,26-40,41,10,4
2024-03-31,TK501428,C107107,South,Card,12.59,Digital,26-40,13,3,1
2024-03-07,TK501429,C103208,East,Transfer,14.02,Digital,18-25,10,3,1
2024-01-26,TK501430,C102348,South,Transfer,10.42,Digital,18-25,4,1,1
2024-07-15,TK501431,C105342,North,Login,14.59,Digital,56+,29,7,3
2024-12-22,TK501432,C106968,East,Card,12.38,Digital,26-40,51,12,4
2024-08-27,TK501433,C101960,South,Transfer,10.21,CallCenter,41-55,35,8,3
2024-03-28,TK501434,C103908,South,Card,5.36,Branch,26-40,13,3,1
2024-11-17,TK501435,C102230,South,Login,22.64,Digital,26-40,46,11,4
2024-06-25,TK501436,C107534,East,AppBug,12.41,CallCenter,26-40,26,6,2
2024-02-02,TK501437,C106823,West,Card,7.7,Digital,18-25,5,2,1
2024-02-25,TK501438,C104789,South,Card,4.98,Digital,41-55,8,2,1
2024-05-10,TK501439,C103264,North,Transfer,10.03,Digital,26-40,19,5,2
2024-09-13,TK501440,C104365,West,Transfer,6.77,CallCenter,18-25,37,9,3
2024-03-17,TK501441,C103238,East,Transfer,11.08,CallCenter,26-40,11,3,1
2024-08-26,TK501442,C100952,South,Login,11.31,Digital,26-40,35,8,3
2024-04-15,TK501443,C100512,South,Transfer,22.28,CallCenter,18-25,16,4,2
2024-06-10,TK501444,C103523,North,Transfer,12.75,Digital,26-40,24,6,2
2024-09-22,TK501445,C102179,East,Login,5.8,Digital,56+,38,9,3
2024-03-26,TK501446,C102687,West,Transfer,12.83,CallCenter,41-55,13,3,1
2024-12-12,TK501447,C103944,South,Transfer,8.81,Digital,18-25,50,12,4
2024-06-06,TK501448,C100423,West,Login,4.1,Branch,18-25,23,6,2
2024-10-26,TK501449,C104575,South,AppBug,8.73,CallCenter,18-25,43,10,4
2024-11-16,TK501450,C106994,East,Login,21.06,CallCenter,41-55,46,11,4
2024-09-26,TK501451,C103615,North,Login,18.37,CallCenter,41-55,39,9,3
2024-05-14,TK501452,C102693,South,AppBug,12.28,Branch,56+,20,5,2
2024-09-16,TK501453,C105721,South,Transfer,9.04,CallCenter,18-25,38,9,3
2024-12-22,TK501454,C101101,South,Login,6.42,CallCenter,26-40,51,12,4
2024-10-04,TK501455,C100080,South,Login,21.44,CallCenter,41-55,40,10,4
2024-09-25,TK501456,C107545,South,Transfer,1.0,Digital,26-40,39,9,3
2024-02-16,TK501457,C106160,South,Card,12.75,Branch,41-55,7,2,1
2024-06-27,TK501458,C106978,West,AppBug,18.08,Branch,41-55,26,6,2
2024-11-14,TK501459,C105097,North,Transfer,19.96,CallCenter,41-55,46,11,4
2024-12-10,TK501460,C101036,West,AppBug,12.97,CallCenter,26-40,50,12,4
2024-09-18,TK501461,C107594,East,Card,6.47,Digital,41-55,38,9,3
2024-06-07,TK501462,C106923,South,AppBug,9.83,Digital,26-40,23,6,2
2024-03-25,TK501463,C100348,North,Other,13.46,CallCenter,26-40,13,3,1
2024-10-16,TK501464,C104507,South,Login,12.3,Branch,18-25,42,10,4
2024-06-03,TK501465,C107659,East,AppBug,9.36,Digital,26-40,23,6,2
2024-03-05,TK501466,C105364,South,Other,19.56,Digital,56+,10,3,1
2024-01-18,TK501467,C104140,South,AppBug,7.72,Digital,26-40,3,1,1
2024-06-26,TK501468,C105223,South,Transfer,1.0,CallCenter,18-25,26,6,2
2024-07-06,TK501469,C100672,West,Other,6.67,Digital,56+,27,7,3
2024-05-30,TK501470,C104768,South,AppBug,10.82,Digital,18-25,22,5,2
2024-06-11,TK501471,C101773,South,Transfer,1.02,Branch,56+,24,6,2
2024-05-21,TK501472,C101107,South,Login,2.38,Digital,26-40,21,5,2
2024-04-25,TK501473,C107658,East,Login,14.88,Branch,18-25,17,4,2
2024-06-05,TK501474,C105367,South,Card,20.14,Branch,41-55,23,6,2
2024-06-08,TK501475,C101223,East,Login,15.64,Digital,41-55,23,6,2
2024-10-27,TK501476,C101638,South,AppBug,12.46,CallCenter,26-40,43,10,4
2024-07-13,TK501477,C105753,North,Login,15.25,Digital,41-55,28,7,3
2024-11-09,TK501478,C106725,East,Other,15.18,Branch,26-40,45,11,4
2024-04-25,TK501479,C105607,West,Card,15.8,Digital,26-40,17,4,2
2024-07-08,TK501480,C102008,South,Card,10.57,CallCenter,18-25,28,7,3
2024-03-09,TK501481,C100177,South,Login,13.9,Digital,56+,10,3,1
2024-02-26,TK501482,C102164,North,Card,11.29,Digital,56+,9,2,1
2024-11-16,TK501483,C103170,North,Other,16.37,CallCenter,56+,46,11,4
2024-12-02,TK501484,C106988,South,Other,15.44,Digital,18-25,49,12,4
2024-03-31,TK501485,C105655,South,AppBug,23.16,Digital,18-25,13,3,1
2024-05-06,TK501486,C103250,South,AppBug,12.2,Branch,56+,19,5,2
2024-02-25,TK501487,C101327,North,AppBug,16.38,Digital,26-40,8,2,1
2024-05-12,TK501488,C106445,South,Transfer,9.95,CallCenter,18-25,19,5,2
2024-04-27,TK501489,C106015,South,AppBug,18.65,Branch,18-25,17,4,2
2024-09-06,TK501490,C105169,South,Login,9.79,CallCenter,26-40,36,9,3
2024-02-22,TK501491,C104834,South,Other,16.66,CallCenter,26-40,8,2,1
2024-04-09,TK501492,C106993,South,AppBug,8.98,CallCenter,26-40,15,4,2
2024-01-16,TK501493,C103770,South,AppBug,16.11,Digital,56+,3,1,1
2024-07-27,TK501494,C103284,West,Login,9.5,CallCenter,18-25,30,7,3
2024-07-05,TK501495,C106924,North,AppBug,13.59,CallCenter,26-40,27,7,3
2024-02-04,TK501496,C107294,West,AppBug,1.0,CallCenter,41-55,5,2,1
2024-08-25,TK501497,C103053,South,AppBug,17.71,Digital,41-55,34,8,3
2024-01-11,TK501498,C100909,South,Transfer,8.19,CallCenter,26-40,2,1,1
2024-10-11,TK501499,C105882,South,Transfer,8.52,Digital,41-55,41,10,4
2024-05-04,TK501500,C107908,South,Card,18.4,Digital,26-40,18,5,2
2024-09-09,TK501501,C105697,South,Card,18.52,Branch,56+,37,9,3
2024-10-08,TK501502,C101192,South,Card,1.0,Digital,56+,41,10,4
2024-05-13,TK501503,C102656,East,Other,15.61,CallCenter,26-40,20,5,2
2024-07-30,TK501504,C107512,West,Login,4.84,Digital,18-25,31,7,3
2024-06-15,TK501505,C107014,South,Transfer,19.06,CallCenter,26-40,24,6,2
2024-12-24,TK501506,C100540,South,AppBug,13.64,Digital,56+,52,12,4
2024-09-03,TK501507,C104754,West,Login,9.42,Digital,56+,36,9,3
2024-10-04,TK501508,C104571,West,AppBug,4.08,Digital,56+,40,10,4
2024-07-23,TK501509,C107800,East,AppBug,7.44,Digital,18-25,30,7,3
2024-02-10,TK501510,C102210,North,Card,11.87,Digital,56+,6,2,1
2024-07-30,TK501511,C103583,South,Transfer,13.44,CallCenter,41-55,31,7,3
2024-12-14,TK501512,C107794,South,Other,14.63,Digital,41-55,50,12,4
2024-10-19,TK501513,C103097,East,AppBug,10.16,Digital,26-40,42,10,4
2024-11-19,TK501514,C104275,South,Transfer,22.67,Digital,18-25,47,11,4
2024-04-22,TK501515,C105805,North,Login,10.66,Branch,41-55,17,4,2
2024-06-23,TK501516,C104488,West,Login,9.3,CallCenter,26-40,25,6,2
2024-12-23,TK501517,C104752,South,AppBug,6.67,CallCenter,26-40,52,12,4
2024-01-14,TK501518,C105988,West,Card,17.88,Digital,56+,2,1,1
2024-04-22,TK501519,C102935,North,Transfer,21.05,Digital,26-40,17,4,2
2024-04-18,TK501520,C100897,South,AppBug,22.09,CallCenter,18-25,16,4,2
2024-11-24,TK501521,C102411,North,AppBug,8.67,Digital,56+,47,11,4
2024-11-26,TK501522,C102893,South,Transfer,2.33,CallCenter,41-55,48,11,4
2024-01-13,TK501523,C106621,South,Card,5.84,Digital,26-40,2,1,1
2024-07-11,TK501524,C102418,North,AppBug,12.3,Digital,18-25,28,7,3
2024-02-16,TK501525,C103745,West,Card,14.5,Digital,41-55,7,2,1
2024-03-26,TK501526,C105823,West,Login,12.27,Digital,18-25,13,3,1
2024-08-29,TK501527,C107997,South,AppBug,6.43,Digital,26-40,35,8,3
2024-12-19,TK501528,C104217,South,Login,12.04,Branch,18-25,51,12,4
2024-11-15,TK501529,C102945,West,Other,20.04,CallCenter,26-40,46,11,4
2024-10-14,TK501530,C105919,West,Other,19.47,Digital,26-40,42,10,4
2024-09-02,TK501531,C100958,North,Login,12.83,CallCenter,26-40,36,9,3
2024-09-25,TK501532,C101515,West,Card,9.96,CallCenter,26-40,39,9,3
2024-11-04,TK501533,C103951,South,Card,8.5,Branch,56+,45,11,4
2024-11-18,TK501534,C105057,South,Transfer,18.6,Digital,26-40,47,11,4
2024-10-06,TK501535,C107056,East,Other,12.39,CallCenter,56+,40,10,4
2024-11-19,TK501536,C105146,West,AppBug,7.01,CallCenter,56+,47,11,4
2024-02-12,TK501537,C107281,North,Card,15.41,CallCenter,18-25,7,2,1
2024-12-03,TK501538,C102885,South,Other,15.85,Digital,26-40,49,12,4
2024-09-04,TK501539,C102470,South,Transfer,8.63,CallCenter,26-40,36,9,3
2024-04-20,TK501540,C107894,East,Card,12.37,CallCenter,26-40,16,4,2
2024-03-31,TK501541,C107902,West,Transfer,18.18,Digital,56+,13,3,1
2024-04-03,TK501542,C102294,North,Login,4.71,Digital,26-40,14,4,2
2024-06-02,TK501543,C103758,South,Transfer,15.65,CallCenter,56+,22,6,2
2024-05-09,TK501544,C102898,North,Transfer,8.78,Digital,41-55,19,5,2
2024-04-22,TK501545,C103171,East,Card,16.99,CallCenter,41-55,17,4,2
2024-06-27,TK501546,C102511,East,Transfer,15.63,Digital,26-40,26,6,2
2024-11-26,TK501547,C103310,South,Login,25.21,CallCenter,56+,48,11,4
2024-08-06,TK501548,C105982,East,AppBug,15.49,CallCenter,41-55,32,8,3
2024-01-01,TK501549,C101461,North,Transfer,19.42,Digital,26-40,1,1,1
2024-07-28,TK501550,C102534,North,Other,11.78,CallCenter,56+,30,7,3
2024-01-23,TK501551,C104698,East,Card,4.98,Digital,26-40,4,1,1
2024-07-01,TK501552,C104497,South,AppBug,14.35,Digital,26-40,27,7,3
2024-12-26,TK501553,C100495,South,Transfer,12.39,CallCenter,26-40,52,12,4
2024-09-22,TK501554,C105488,South,Card,13.97,Digital,26-40,38,9,3
2024-07-08,TK501555,C101613,South,Card,11.61,Digital,26-40,28,7,3
2024-10-18,TK501556,C104272,South,Login,12.35,Branch,41-55,42,10,4
2024-09-13,TK501557,C102118,South,Login,17.2,Digital,18-25,37,9,3
2024-10-07,TK501558,C107374,East,Login,8.72,CallCenter,26-40,41,10,4
2024-02-13,TK501559,C100256,East,Login,16.98,Digital,41-55,7,2,1
2024-04-04,TK501560,C102725,West,Card,1.0,Branch,41-55,14,4,2
2024-05-16,TK501561,C105325,South,Transfer,16.38,CallCenter,18-25,20,5,2
2024-06-26,TK501562,C102602,West,Login,11.59,Digital,26-40,26,6,2
2024-11-21,TK501563,C106471,North,Login,16.85,Digital,41-55,47,11,4
2024-09-27,TK501564,C106103,West,Login,5.79,Digital,41-55,39,9,3
2024-08-23,TK501565,C105404,North,AppBug,7.28,Branch,26-40,34,8,3
2024-11-10,TK501566,C101395,East,Login,15.45,Digital,18-25,45,11,4
2024-03-31,TK501567,C107584,East,AppBug,16.87,CallCenter,26-40,13,3,1
2024-07-19,TK501568,C107730,South,Other,7.93,Digital,41-55,29,7,3
2024-08-16,TK501569,C106026,South,Login,13.62,CallCenter,18-25,33,8,3
2024-06-23,TK501570,C103286,West,Other,14.84,Digital,41-55,25,6,2
2024-08-07,TK501571,C103687,South,AppBug,17.29,Digital,56+,32,8,3
2024-07-07,TK501572,C101017,South,Card,8.24,CallCenter,41-55,27,7,3
2024-07-22,TK501573,C101097,South,Login,20.9,Branch,41-55,30,7,3
2024-05-28,TK501574,C107795,East,Login,20.27,Digital,41-55,22,5,2
2024-07-26,TK501575,C107904,West,Other,17.37,Branch,56+,30,7,3
2024-01-02,TK501576,C103311,South,Transfer,3.06,CallCenter,56+,1,1,1
2024-04-22,TK501577,C105830,South,Login,6.28,Digital,41-55,17,4,2
2024-12-26,TK501578,C102002,South,Login,7.01,CallCenter,56+,52,12,4
2024-01-03,TK501579,C100819,West,AppBug,10.22,CallCenter,26-40,1,1,1
2024-07-27,TK501580,C105151,East,Other,10.22,Digital,18-25,30,7,3
2024-10-28,TK501581,C107098,West,Other,19.38,Digital,26-40,44,10,4
2024-04-19,TK501582,C106375,South,Card,9.74,Branch,18-25,16,4,2
2024-03-07,TK501583,C103390,South,AppBug,13.07,CallCenter,18-25,10,3,1
2024-03-11,TK501584,C103747,North,Transfer,7.84,Digital,56+,11,3,1
2024-12-06,TK501585,C100883,North,Card,18.87,Digital,26-40,49,12,4
2024-06-04,TK501586,C103255,North,Card,4.31,Digital,41-55,23,6,2
2024-09-30,TK501587,C106702,South,Card,15.76,CallCenter,56+,40,9,3
2024-10-28,TK501588,C102362,South,Login,7.37,Branch,26-40,44,10,4
2024-11-11,TK501589,C104908,South,Card,7.41,Branch,41-55,46,11,4
2024-03-09,TK501590,C100341,South,Other,4.97,Digital,56+,10,3,1
2024-05-04,TK501591,C100440,East,Other,11.85,Digital,56+,18,5,2
2024-08-27,TK501592,C106872,West,AppBug,5.92,CallCenter,26-40,35,8,3
2024-05-14,TK501593,C101330,South,Card,2.16,CallCenter,41-55,20,5,2
2024-02-07,TK501594,C102318,West,AppBug,22.94,Digital,26-40,6,2,1
2024-10-09,TK501595,C105694,South,Login,16.74,CallCenter,41-55,41,10,4
2024-02-01,TK501596,C104904,North,Login,11.47,Branch,41-55,5,2,1
2024-04-17,TK501597,C107952,South,Card,12.0,Digital,56+,16,4,2
2024-09-16,TK501598,C102590,North,Other,1.0,CallCenter,41-55,38,9,3
2024-04-02,TK501599,C104610,East,Card,7.66,Digital,56+,14,4,2
2024-02-25,TK501600,C100745,South,AppBug,11.8,Digital,26-40,8,2,1
2024-11-18,TK501601,C102682,East,Transfer,19.48,Digital,18-25,47,11,4
2024-02-06,TK501602,C106212,North,Other,15.89,Digital,26-40,6,2,1
2024-09-17,TK501603,C107985,North,Login,9.25,CallCenter,18-25,38,9,3
2024-06-16,TK501604,C106164,North,AppBug,6.18,Digital,56+,24,6,2
2024-09-16,TK501605,C101119,West,Transfer,20.51,Digital,56+,38,9,3
2024-02-02,TK501606,C100550,South,Transfer,12.21,Digital,26-40,5,2,1
2024-04-23,TK501607,C103450,West,AppBug,15.88,Digital,41-55,17,4,2
2024-10-18,TK501608,C107156,South,Card,3.79,Digital,56+,42,10,4
2024-06-13,TK501609,C107290,East,Transfer,6.92,Digital,26-40,24,6,2
2024-04-01,TK501610,C100614,North,Card,17.69,CallCenter,26-40,14,4,2
2024-12-10,TK501611,C107203,East,Login,8.52,CallCenter,56+,50,12,4
2024-09-27,TK501612,C103321,South,Transfer,9.43,CallCenter,26-40,39,9,3
2024-01-30,TK501613,C101924,North,AppBug,22.7,Digital,26-40,5,1,1
2024-08-21,TK501614,C100762,South,Login,4.0,Digital,18-25,34,8,3
2024-11-07,TK501615,C105038,North,Card,22.22,CallCenter,56+,45,11,4
2024-12-25,TK501616,C104575,South,Transfer,10.3,CallCenter,18-25,52,12,4
2024-04-17,TK501617,C104114,East,Card,6.58,Digital,41-55,16,4,2
2024-05-30,TK501618,C101279,West,Card,4.75,CallCenter,26-40,22,5,2
2024-10-26,TK501619,C104529,North,Card,16.86,Digital,26-40,43,10,4
2024-11-11,TK501620,C104457,South,AppBug,7.02,Branch,26-40,46,11,4
2024-10-22,TK501621,C101683,South,Transfer,13.75,Digital,26-40,43,10,4
2024-05-05,TK501622,C103556,South,Transfer,13.95,Digital,26-40,18,5,2
2024-01-20,TK501623,C106905,East,Login,17.57,CallCenter,41-55,3,1,1
2024-12-20,TK501624,C103044,South,Card,19.21,CallCenter,41-55,51,12,4
2024-08-02,TK501625,C104522,West,Login,13.5,CallCenter,41-55,31,8,3
2024-11-11,TK501626,C103525,East,Transfer,23.09,Branch,26-40,46,11,4
2024-11-05,TK501627,C101497,North,Card,13.82,Digital,41-55,45,11,4
2024-03-08,TK501628,C102001,East,Transfer,12.83,Digital,26-40,10,3,1
2024-03-25,TK501629,C104395,South,Login,17.92,CallCenter,26-40,13,3,1
2024-03-28,TK501630,C104368,South,Other,13.69,Digital,18-25,13,3,1
2024-01-05,TK501631,C104960,North,Login,7.31,Digital,18-25,1,1,1
2024-01-09,TK501632,C106315,North,Login,14.29,CallCenter,26-40,2,1,1
2024-12-09,TK501633,C101951,West,Login,13.4,Branch,18-25,50,12,4
2024-04-28,TK501634,C103480,South,Transfer,7.34,Digital,26-40,17,4,2
2024-07-12,TK501635,C102075,East,Login,8.58,Digital,26-40,28,7,3
2024-11-09,TK501636,C102302,South,AppBug,15.66,CallCenter,26-40,45,11,4
2024-01-17,TK501637,C101149,North,Login,13.33,CallCenter,56+,3,1,1
2024-04-01,TK501638,C104103,South,Card,5.61,Digital,26-40,14,4,2
2024-08-28,TK501639,C100918,West,Login,11.39,Digital,26-40,35,8,3
2024-08-13,TK501640,C106853,South,AppBug,12.37,Branch,26-40,33,8,3
2024-10-26,TK501641,C105906,South,Other,21.24,CallCenter,41-55,43,10,4
2024-07-29,TK501642,C101717,North,Login,6.16,Digital,41-55,31,7,3
2024-12-25,TK501643,C101663,West,Login,9.8,CallCenter,18-25,52,12,4
2024-04-17,TK501644,C103498,South,Login,11.82,CallCenter,26-40,16,4,2
2024-08-07,TK501645,C104535,West,AppBug,10.91,CallCenter,18-25,32,8,3
2024-08-23,TK501646,C105197,West,Login,16.35,Digital,26-40,34,8,3
2024-06-16,TK501647,C102724,West,Login,9.0,CallCenter,18-25,24,6,2
2024-06-16,TK501648,C107355,South,Login,18.63,Digital,26-40,24,6,2
2024-04-07,TK501649,C103284,West,Transfer,9.85,Branch,18-25,14,4,2
2024-11-24,TK501650,C105478,East,Card,23.09,CallCenter,26-40,47,11,4
2024-12-01,TK501651,C100248,South,Transfer,13.25,Digital,26-40,48,12,4
2024-06-30,TK501652,C103391,South,Other,9.76,Digital,41-55,26,6,2
2024-06-02,TK501653,C107773,North,Login,15.77,CallCenter,56+,22,6,2
2024-02-20,TK501654,C105547,South,Card,16.53,Digital,41-55,8,2,1
2024-04-16,TK501655,C101902,East,Transfer,1.0,CallCenter,41-55,16,4,2
2024-09-04,TK501656,C103339,South,Card,21.23,Digital,26-40,36,9,3
2024-01-13,TK501657,C106941,West,AppBug,10.21,CallCenter,26-40,2,1,1
2024-12-28,TK501658,C102913,East,Transfer,13.76,Digital,41-55,52,12,4
2024-11-08,TK501659,C102231,East,Other,24.93,CallCenter,41-55,45,11,4
2024-10-10,TK501660,C107450,South,Login,14.42,CallCenter,26-40,41,10,4
2024-01-26,TK501661,C105732,South,Login,17.18,CallCenter,41-55,4,1,1
2024-03-20,TK501662,C105539,West,Login,13.1,Branch,18-25,12,3,1
2024-02-26,TK501663,C104483,East,Transfer,14.15,CallCenter,26-40,9,2,1
2024-05-19,TK501664,C105629,South,AppBug,9.7,Digital,26-40,20,5,2
2024-01-15,TK501665,C105545,East,AppBug,10.45,Digital,26-40,3,1,1
2024-11-05,TK501666,C107186,North,Login,24.57,Digital,26-40,45,11,4
2024-04-18,TK501667,C101466,South,AppBug,7.36,Digital,26-40,16,4,2
2024-06-25,TK501668,C100742,North,Login,7.39,Digital,56+,26,6,2
2024-01-19,TK501669,C103610,North,Login,8.99,Branch,41-55,3,1,1
2024-11-07,TK501670,C107510,North,Login,9.4,Digital,41-55,45,11,4
2024-02-27,TK501671,C101465,South,Card,9.92,Digital,41-55,9,2,1
2024-06-27,TK501672,C104662,South,Card,13.25,Branch,26-40,26,6,2
2024-04-18,TK501673,C104340,South,Transfer,9.08,CallCenter,18-25,16,4,2
2024-06-15,TK501674,C107843,North,Card,6.02,Digital,26-40,24,6,2
2024-07-30,TK501675,C105364,South,Login,7.43,CallCenter,56+,31,7,3
2024-05-17,TK501676,C100674,North,AppBug,16.37,Digital,26-40,20,5,2
2024-05-02,TK501677,C101962,North,Transfer,15.15,Digital,26-40,18,5,2
2024-02-19,TK501678,C107604,South,Card,19.65,Digital,56+,8,2,1
2024-10-09,TK501679,C101791,North,Card,18.58,Branch,26-40,41,10,4
2024-09-05,TK501680,C107044,South,Other,13.91,Digital,56+,36,9,3
2024-09-29,TK501681,C105360,North,Transfer,14.4,Digital,41-55,39,9,3
